"name","Number of reviewers","Overall score","Cleanliness","Comfort","Facilities","Staff","Value for money","Free WiFi_10","Location","good Fitness Center","Daily Housekeeping","Heating","Free Parking","Airport Shuttle (free)","Private Parking","Spa","On-site Parking","Fitness Center","Room Service","Family Rooms","Parking","Airport Shuttle","Air Conditioning","Free WiFi_26","Laundry","Water Park","Pet Friendly","Outdoor Pool","Indoor Pool","Elevator","Garden","Facilities for Disabled Guests","Bar","Beach nearby","wonderful Fitness Center","Beachfront","Non-smoking Rooms","Terrace","Swimming Pool","very good Fitness Center","Restaurant","Private Beach Area","exceptional Fitness Center","24-Hour Front Desk","WiFi","BBQ Facilities","Dist","zip_id"
"Crowne Plaza Los Angeles International Airport","3,797","8.1","8.4","8.2","7.9","8.2","7.4","8","8.3","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(10.6 miles from center)",8
"Residence Inn by Marriott Los Angeles LAX/Century Boulevard","1,231","8.6","8.9","8.9","8.7","8.6","8","8.5","8.5","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(10.6 miles from center)",8
"Urban Downtown LA Moroccan Resort Suite","29","8.8","8.5","9","8.7","9.1","8.4","9.4","8.9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",43
"Villa Delle Stelle","203","8.9","9","9","8.9","9.2","8.3","7.2","9.2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(5 miles from center)",6
"The Beverly Hilton","545","8.0","8.4","8.1","7.9","8.2","6.8","6.1","6.2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(9.3 miles from center)",20
"Fabulous Apt Walk to Santa Monica Beach 17","18","9.4","10","9.3","9.5","9.3","8.6","7.5","9.9","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","(14.3 miles from center)",39
"The LINE Hotel","1,218","8.2","8.7","8.2","8.3","8.4","7.3","8.7","8.4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","(3.1 miles from center)",62
"Los Stylish Apartment Nice Area DTLA","23","8.6","8.6","8.8","8.6","8.5","8.2","8.3","8.7","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",50
"Hollywood Glamourous Apartment","10","9.0","8.8","9.3","9.3","8.6","8.5","7.5","9.3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Downtown LA Brilliant 5 Beds Pool","11","8.6","9.3","8.9","8","8.9","8.4","7.5","8.4","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",50
"Sirtaj Hotel","332","8.4","8.7","8.2","8","8.6","7.6","9.1","9.2","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","(8.7 miles from center)",5
"The Ritz-Carlton, Los Angeles L.A. Live","98","8.6","9","8.7","8.6","8.9","7.5","7","8.7","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","(1.4 miles from center)",25
"Urban Downtown LA Resort Style Suite","8","7.9","7.8","7.5","8.5","8.1","7.8","7.5","7.8","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",50
"Titta Inn","2,344","8.3","8.4","8.1","8.2","9.3","8.5","8.8","7.6","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(5.6 miles from center)",10
"Penthouse Highrise","15","8.8","8.8","8.8","8.7","8.8","8.3","5","9","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(2.8 miles from center)",62
"Luxury Apartment with pool, by the Pacific Ocean","18","8.7","8.5","8.9","8.6","8.9","8.1","9.3","11","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(13 miles from center)",9
"Wyndham Santa Monica At The Pier","1,433","7.8","8.1","7.7","7.3","8.1","6.3","7.5","9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","(14.3 miles from center)",39
"W Hollywood","698","7.9","8.3","8.1","7.9","8","6.6","4.9","8.5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","(5.6 miles from center)",6
"Le Parc Suite Hotel","425","8.3","8.3","8.6","8.2","8.6","7.5","5.6","8.7","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","(7.5 miles from center)",12
"Hotel Shangri-La","858","7.9","8.1","7.7","7.5","8.5","6.5","8.4","9.2","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","(14.3 miles from center)",39
"Popular Downtown LA Mediterranean View Penthouse","24","8.2","8.1","8.2","8.2","8.3","7.6","8.1","8.6","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Bluetiful Apartment Near to convention center","6","9.2","9.6","8.8","9.2","9.2","8.8","9.6","5","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.7 miles from center)",25
"Luxe Sunset Boulevard Hotel","447","8.5","8.8","8.7","8.4","8.8","7.7","8.7","8.4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(12.4 miles from center)",55
"Urban Hollywood Blvd Dream Penthouse","8","9.2","9.4","9.4","9.4","9.1","8.5","9.7","6","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Popular Hollywood Blvd Plush Suite","16","9.1","9.4","9.9","9.1","8.6","8.8","9.1","10","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Luxury Apartment Near Staples Center","25","9.5","9.8","9.7","9.6","9.4","9.2","10","9","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"Premier DTLA Convention Center Apartment","9","9.3","9.5","9.5","8.9","9.5","8.6","9.7","7","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.6 miles from center)",25
"Hotel Normandie - Los Angeles","478","8.3","8.7","8.3","8","8.9","7.7","8.3","8.3","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","(3.1 miles from center)",58
"Penthouse with a Stunning Hollywood View","18","8.5","8.3","8.3","8.1","8.8","8.2","10","9.1","0","0","0","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",15
"Urban Hollywood Tropicana Suite","26","8.1","7.9","8.2","8.1","8","7.7","9.2","8.7","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Downtown Celebrity Suite Near Staples Center","18","8.3","7.7","8.8","8.2","8.2","7.9","10","9.2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Regency Inn in Los Angeles","667","8.3","8.8","8.6","8.1","8.5","8.2","8.6","7.6","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(6.2 miles from center)",28
"Boutique 444 Venice Beach","510","8.8","9.1","8.8","8.9","8.5","8.1","9.3","9.2","0","0","0","0","0","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(13 miles from center)",1
"Charlie Chaplin Historic Hollywood Home","15","8.3","7.5","8.7","8.5","8.3","8.2","7.5","8.8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Downtown LA Paradise Resort Suite","28","8.5","8.8","8.9","8.5","8","8.4","10","8.7","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"The Ritz-Carlton, Marina del Rey","257","8.5","9","8.8","8.6","8.9","7.3","6","8.5","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","(12.4 miles from center)",9
"Urban Two Level Bellagio Penthouse","13","9.2","8.5","9.6","8.5","9.6","9.6","10","9.2","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1 miles from center)",50
"Urban Downtown LA Elegant Suite Los Angeles","27","8.8","9.3","8.6","9","8.8","8.2","10","9.1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.9 miles from center)",50
"Heart of Hollywood","36","8.5","8.3","8.4","8.5","8.8","7.9","10","9.4","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Popular Downtown LA Spectacular Suite","9","9.0","9.2","9.2","8.9","9.2","8.6","8.9","5","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",25
"Holiday Inn Express Hollywood Walk of Fame","1,172","8.0","8.1","8.1","7.6","8.4","7.2","7.7","8.8","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",14
"Urban Hollywood James Bond Suite","7","8.5","8.6","8.6","8.9","8.6","8.2","7.9","4","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Kings Home","9","9.2","8.9","9.2","9.7","8.9","8.9","9.5","7","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(7.5 miles from center)",12
"Sunset Tower Hotel","112","8.7","9.1","8.9","8.3","8.9","7.9","8.9","9.2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(7.5 miles from center)",12
"Urban Dtla Two Level Fashion Loft","9","9.5","9.7","9.7","9.2","9.5","8.9","10","9.7","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.5 miles from center)",25
"2 Bedroom Celebrity Loft","27","9.0","8.9","8.9","9","9.1","8.9","10","9","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1 miles from center)",50
"Downtown L.A. Resort Comfort Life and 4Beds","26","8.9","8.9","9","9.1","9","8.4","8.5","9.2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","(1.1 miles from center)",25
"Popular Downtown LA Luxury Palazzo Resort Style Suite","24","8.5","8.5","8.3","8.6","8.7","8.2","10","8.7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","(0.8 miles from center)",11
"Urban Hollywood Blvd Grammys Suite","32","8.6","8.4","8.8","8.8","8.5","8.2","10","8.7","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Courtyard by Marriott Los Angeles L.A. LIVE","219","8.6","9","8.8","8.7","8.8","7.5","8.5","8.8","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.4 miles from center)",25
"Hollywood 6 beds Vip Pool Suite","30","8.0","8.2","8.1","8.4","7.7","7.4","9.5","8.2","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Popular Downtown LA Bellagio Resort Suite","34","7.9","7.5","7.9","7.7","8.2","7.6","9.2","8.4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Urban Downtown LA Chanel Suite","33","8.7","8.6","8.6","9","8.8","8.3","9.7","9","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(0.9 miles from center)",50
"Charming and Lovely apt!","20","8.8","9","8.5","8.4","8.4","8.8","10","9.5","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(5.6 miles from center)",15
"Tilt Hotel Universal Hollywood, an Ascend Hotel Collection Member","694","7.9","8","8","7.6","8.2","7.1","8.3","8.4","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(7.5 miles from center)",14
"AKA Beverly Hills","26","9.3","9.2","9.6","9.1","9.5","8.9","8.8","9.6","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(8.7 miles from center)",20
"Popular Downtown LA VIP Modern High Rise Suite","19","8.8","8.7","8.6","8.7","9","8.4","8.5","9.4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",25
"Popular DTLA Designer Suite With Massive Views","41","8.8","8.4","8.8","9.1","8.8","8.4","8.8","9.3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"Urban Hollywood Oscars Suite","11","8.6","8.6","8.9","8.4","9.1","7.7","6.3","8.6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Millennium Biltmore Los Angeles","1,275","8.1","8.3","8.1","8","8.2","7.3","7.9","8.5","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.7 miles from center)",16
"Urban Hollywood Universal Studios Suite","29","8.5","8.4","8.5","8.7","9.1","7.8","8.7","11","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Global Luxury Suites at Wilshire","12","8.5","9.4","9.2","8.3","7.5","7.7","8.1","8.6","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",15
"H Hotel Los Angeles, Curio Collection By Hilton","690","8.9","9.3","9.2","8.8","8.7","8.2","8.6","8.9","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","(11.2 miles from center)",8
"Urban DTLA Corporate Executive Suite","7","8.5","8.9","8.6","8.6","8.6","7.9","8.6","5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",50
"Popular Downtown LA Parlor Resort Style Suite","15","7.9","7.7","8.5","7.9","7.9","7.5","3.8","7.8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.8 miles from center)",11
"Venice Style Studio Venice Beach","14","8.3","8.6","8","8.2","8.5","7","9.3","7","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(13 miles from center)",9
"Downtown LA Clean and Cozy Suite","5","8.7","9","9.5","9.5","6.5","8","10","3","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",50
"JW Marriott Los Angeles L.A. LIVE","638","8.8","9.1","9","8.8","8.8","7.8","8.1","9.1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.5 miles from center)",25
"Hollywood Blvd Exclusive Apartment","13","8.4","8.9","9.1","8.5","6.9","7.5","8.8","9.4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","(6.2 miles from center)",6
"Urban Downtown LA Modern Suite","8","9.1","9.1","9.4","9.4","8.8","8.5","9.4","7","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1 miles from center)",50
"Glendon Apartments","154","8.1","7.9","8.2","7.9","7.9","7.4","9.4","9","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","(11.2 miles from center)",19
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills","686","8.2","8.5","8.3","8.1","8.5","7.1","6.3","8.5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","(7.5 miles from center)",3
"Beverly Hills Marriott","385","7.9","8.4","8.2","7.8","8.1","6.9","7.4","8.1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(8.7 miles from center)",26
"Los Comfy Apartment","12","9.1","9.4","9.2","9","8.8","9","9.4","8","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",50
"LA Luxury Suite at The Grove | 2BR&2BT | Pool | Free Parking","9","8.6","8.6","8.3","8.6","8.6","8.3","8.9","5","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",15
"Downtown LA Luxe Staples Center Suite","16","8.1","8.3","7.8","8","7.5","8","10","8.9","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",25
"WeHo Palace, 2 Bedroom 2 Full Bath","23","8.1","8.3","8.1","7.8","7.7","8.1","10","8.8","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.8 miles from center)",42
"Chic 2 Bedroom/2 Bathroom Suite at the Beach","15","7.3","6.8","8.2","7.5","8","6.7","6.8","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(12.4 miles from center)",9
"Oceana Beach Club Hotel","395","8.2","8.7","8.4","8","8.4","6.8","8.6","8.7","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","(14.9 miles from center)",23
"Popular Hollywood and The Grove Luxury Pavilion Resort Style Suite","24","7.6","7.3","7.6","7.8","6.8","7.2","9.2","8.7","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",15
"Urban Dtla Paradise Suite","7","8.6","9.7","8.6","8.6","9.3","7.5","7.9","3","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",50
"Prime West Hollywood, Gorgeous & Renovated 2 Bed 2 Bath","13","7.9","7.9","8.1","7.7","8.1","7.7","10","8.1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(6.8 miles from center)",42
"Live like a Hollywood Celebrity","21","7.6","8.1","7","7","7.9","7.3","8.3","9","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5.6 miles from center)",14
"Living The LA Dream 2 bed 2 bath","13","8.6","8.9","8.7","8.5","8.4","7.9","9.1","8","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",25
"The Westin Bonaventure Hotel & Suites","715","8.3","8.7","8.5","8.3","8.5","7.5","8.7","8.5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.8 miles from center)",16
"Executive Lifestyle Apartment","111","8.7","8.5","8.9","8.9","8.7","8.7","8.1","8.6","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.9 miles from center)",50
"Kimpton Hotel Wilshire","300","8.1","8.4","8.4","7.8","8.5","7.1","6.4","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","(6.8 miles from center)",3
"Downtown LA Modern Staples Center Suite","16","8.4","8.9","8.3","8","8","8.1","8.8","8.9","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"Channel Road Inn, A Four Sisters Inn","111","9.2","9.6","9.4","9.3","9.6","8.2","8.7","9.1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(15.5 miles from center)",32
"Venice Beach Vacation Condos","252","8.3","8.6","8.4","8.3","8","7.7","8.7","8.8","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","(13.7 miles from center)",1
"American Hotel","1,449","8.1","8.5","8","7.7","8.7","8","8.6","8","0","1","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(0.7 miles from center)",57
"Hilton Garden Inn Los Angeles / Hollywood","384","7.9","8.2","7.8","7.7","8.2","7","7.7","8.6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",14
"Urban DTLA Two Level Staples Center Loft","10","9.2","9.5","9.3","9.3","9.3","8.8","9","7","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.5 miles from center)",25
"Santa Monica Duplex, 3 Bed 2 Bath","12","8.0","8.6","8.6","7.3","8.1","7.3","8.3","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","(12.4 miles from center)",54
"Popular Downtown LA Venetian Resort Style Suite","22","7.6","7.7","7.5","7.5","8.2","7.2","10","7.6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","(0.7 miles from center)",11
"Popular Downtown LA Splendid Suite","25","8.6","8.8","8.8","8.5","8.4","7.9","8.6","8.9","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",25
"Franklin Tower","34","8.7","8.5","8.8","8.9","8.5","8.2","9.4","9.1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Downtown LA Serene Penthouse","38","8.1","7.8","8.5","8.1","7.8","8","10","8.2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.7 miles from center)",11
