"name","Number of reviewers","Overall score","Cleanliness","Comfort","Facilities","Staff","Value for money","Free WiFi_10","Location","good Fitness Center","Daily Housekeeping","Heating","Free Parking","Airport Shuttle (free)","Private Parking","Spa","On-site Parking","Fitness Center","Room Service","Family Rooms","Parking","Airport Shuttle","Air Conditioning","Free WiFi_26","Laundry","Water Park","Pet Friendly","Outdoor Pool","Indoor Pool","Elevator","Garden","Facilities for Disabled Guests","Bar","Beach nearby","wonderful Fitness Center","Beachfront","Non-smoking Rooms","Terrace","Swimming Pool","very good Fitness Center","Restaurant","Private Beach Area","exceptional Fitness Center","24-Hour Front Desk","WiFi","BBQ Facilities","Dist","zip_id"
"Hollywood Inn Express South","2,061","6.2","6.5","6.3","5.9","6.5","6","6.2","6.3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.9 miles from center)",31
"Sunburst Spa & Suites Motel","320","7.2","7.3","7.2","6.8","7.5","6.7","7.5","7.5","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(9.9 miles from center)",18
"Popular Hollywood Blvd Premier Suite","6","6.7","7.1","6.7","6.3","6.7","6.7","7.1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Downtown LA Gorgeous Resort Style Suite","29","7.3","6.8","7.3","6.9","7.4","7.1","10","8.2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Fully furnished apartment in la close to Beverly Hills","87","7.2","7","7.1","7.1","7.1","7.2","7.2","7.9","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(7.5 miles from center)",26
"Luxury Downtown Vacation Home with Parking","6","9.7","10","10","10","9.6","9.6","9.2","5","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Westwood Two Bedroom #2","21","9.3","9.4","9.2","9.2","9.7","8.6","9","9.5","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(11.2 miles from center)",19
"Ocean Park Hotel","1,965","7.4","7.8","6.8","6.7","8.5","7","7.8","7.6","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","(11.8 miles from center)",27
"Modern 3 bedrooms 2 bathrooms Mid City","5","7.9","8.5","8.5","8.5","8","7","7","1","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(3.1 miles from center)",51
"Downtown LA City View Suite","13","7.8","7.9","7.7","7.9","7.5","7.7","10","7.9","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Gateway Hotel Santa Monica","1,178","8.2","8.7","8.3","7.9","8.7","7.6","8.7","8","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","(13.7 miles from center)",54
"Hollywood Walk of Fame Furnished Apartments","52","7.0","6.6","7","6.6","6.6","6.5","9.3","8.4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Luxury Studio Next to LA Live","7","6.1","6.8","6.8","6.4","4.7","4.3","10","7.5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"Avalon Hotel Beverly Hills","233","7.7","8","7.7","7.4","8.2","6.7","8.6","8.3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(8.7 miles from center)",5
"Loews Santa Monica Beach Hotel","950","8.6","9","8.9","8.7","8.5","7.1","8.2","9.3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","(14.3 miles from center)",39
"Ginosi Metropolitan Apartel","96","8.1","8","8.2","8","8.2","7.6","8.5","8.4","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5 miles from center)",6
"Holiday Inn Los Angeles - LAX Airport","1,352","7.0","7.2","7.2","6.7","7.4","6.3","7.1","7.4","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(9.9 miles from center)",8
"Chateau Marmont","355","8.7","9","8.9","8.7","8.8","7.5","8.8","9.3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","(7.5 miles from center)",42
"Walk of Fame Apartment in Hollywood","44","7.6","7.3","7.1","7.6","6.9","7.5","8.3","9.2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Fabulous Walk of Fame Apartment in Hollywood","46","7.7","7.5","7.5","7.4","7.5","7.1","9.4","9.1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Walk of Fame Suite in Hollywood","8","6.3","6","6.6","5.6","5.6","5.6","8.1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Jamaica Bay Inn","191","8.5","9","8.7","8.4","8.6","7.2","9.2","9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","(13 miles from center)",9
"The Mayfair Hotel","1,621","6.9","7.2","7","6.3","7.5","6.5","8","6.7","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(1.4 miles from center)",50
"Hollywood Bed & Breakfast","115","9.2","9.6","9.2","9.1","9.6","8.6","9.2","9.3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(7.5 miles from center)",42
"Shutters On The Beach","464","8.8","9.3","9.1","8.8","8.9","7.2","9.4","289","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0","(14.3 miles from center)",27
"Noon on Sunset Hill","37","8.4","8.8","8.9","8.6","7.6","8.2","9.5","8.4","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(1.7 miles from center)",31
"Ocean Suites - Sail","20","9.4","9.8","9","9.4","9.4","8.8","8.8","9.9","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","(14.3 miles from center)",27
"Fully Furnished Apt in LA Downtown","52","7.9","8","8.4","7.8","7.3","7.5","8.8","8.3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(2.9 miles from center)",62
"Hollywood 6 Beds Superstar Pool","30","7.8","7.3","7.7","7.9","7.8","7.3","9.4","8.6","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Miyako Hotel Los Angeles","783","8.3","8.7","8.6","8.1","8.8","7.5","8.5","8.4","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","(1,300 feet from center)",11
"Best Western Airport Plaza Inn","849","7.5","7.8","7.5","7.2","8.1","7.2","8.4","7.2","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(8.7 miles from center)",40
"24 Hours Motel","8","7.9","8.1","8.5","8.1","8.1","8.6","6.3","3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(6.2 miles from center)",35
"Hollywood Celebrity Hotel","1,715","8.7","8.8","8.3","8.2","9.3","8","8.3","9.5","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Hollywood Orchid Suites","687","9.0","9","8.9","8.7","9.4","8.6","7.9","9.6","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Ocean Suites - Sand","17","8.5","8.2","8.1","8.2","8.7","8","7.5","9.9","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","(14.3 miles from center)",27
"Villa Brasil Motel","34","9.2","9.3","9.1","9","9.5","9","8.5","9.1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","(10.6 miles from center)",49
"Venice Beach Suites & Hotel","347","8.2","8.2","7.8","7.7","9.2","7.1","9.1","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","(13.7 miles from center)",1
"Hollywood Loft","17","8.0","8.4","8.4","8","7.5","7.1","10","8.5","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Ocean Suites - Ocean","11","8.3","8.4","7.7","8.9","8.9","7.1","9.1","6","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","(14.3 miles from center)",27
"Downtown LA Superb 5 Beds 2 BR Pool","10","7.9","8.5","8.3","8","7.5","7.5","5","7.5","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",50
"Hollywood Bellucci Apartment","57","8.0","8.1","8.1","8","7.9","7.8","10","8.4","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5 miles from center)",6
"Ocean Style Studio Venice Beach","6","7.7","7.5","7.5","7.9","8.3","6.7","10","8.3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(13 miles from center)",9
"Travelodge by Wyndham Santa Monica","1,440","8.0","8.5","8","7.9","8.7","7.4","8.4","7.8","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","(11.8 miles from center)",27
"Westwood Two Bedroom #1","12","9.3","9.6","9.6","9.2","9.4","8.3","10","9.8","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(11.2 miles from center)",19
"Ocean Suites - Sunset","23","9.0","8.8","9","8.8","9.3","8.2","8.3","9.7","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","(14.3 miles from center)",27
"Ocean Suites - Shell","16","8.9","8.6","8.9","8.8","8.8","8.6","9.7","11","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","(14.3 miles from center)",27
"The Kinney - Venice Beach","915","8.6","9.1","9","8.5","8.9","7.9","8.2","8.4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","(12.4 miles from center)",9
"Amazing Apartment in Santa Monica","27","7.4","7.2","7.5","7.1","7.7","6.7","10","8.1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(12.4 miles from center)",17
"Boutique Citrus Apartments","11","9.1","9.3","9.1","8.9","9.1","9.1","10","9.3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Bayside Hotel","1,387","7.9","8.1","7.9","7.4","8","6.9","7.9","9.1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","(14.3 miles from center)",27
"Downtown Victorian PH 6Beds W Pools","23","7.0","7.3","7.5","6.6","6.5","6.5","9.2","7.5","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Venice House on the Canals","11","8.5","7.3","9.1","8","8.3","8.4","10","9.8","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","(13 miles from center)",1
"Hilgard House Westwood Village","353","8.2","8.2","8.2","7.6","8.7","7.5","8.4","9.1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(11.2 miles from center)",19
"West Hollywood Studio","9","9.2","9.7","9.1","10","9.2","8.5","8.8","7","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(8.1 miles from center)",12
"Best Western Royal Palace Inn & Suites","373","8.0","8.3","8.1","7.8","8.6","7.5","8.3","7.9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(10.6 miles from center)",53
"Downtown Venus Apartment","67","8.4","8.8","8.7","8.6","8","8","9.1","8.3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Marina del Rey Hotel","342","8.6","9.2","9","8.6","8.6","7.7","8.8","8.8","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","(12.4 miles from center)",9
"The Willow","264","8.0","8.4","8","8.1","7.7","7.8","8.8","8.3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(5 miles from center)",44
"Sunset Strip 1-Bedroom with Balcony, Pool and Views","6","9.9","10","10","10","9.6","9.6","10","6","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(7.5 miles from center)",42
"Contemporary Apartment in Downtown LA","16","7.0","6.7","7.3","7.3","7","6.8","6.3","7","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.5 miles from center)",25
"Garden Cottage B&B","37","9.7","9.7","9.6","9.7","9.9","9.3","10","9.8","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.8 miles from center)",3
"NEW! LUXURY SUITE with Parking!","6","9.0","8.8","8.8","9.2","9.2","8.8","9.2","3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",50
"El Royale Hotel - Near Universal Studios Hollywood","1,022","9.1","9.3","9","8.7","9.6","8.6","9","9.2","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(9.3 miles from center)",47
"Clean and Nice Single Room","5","9.3","9","9.5","9","9.5","9.5","9.5","4","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(3.7 miles from center)",4
"Urban Downtown LA Floor To Ceiling Penthouse","9","7.5","7","7.8","7.8","7","7.2","10","8.1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",25
"36 Story Amazing View Penthouse","7","9.3","9.2","9.2","9.6","8.2","9.6","5","10","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",25
"Ocean Suites - Pier","19","8.3","8.7","8.4","7.9","7.9","7.8","8.8","9","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","(14.3 miles from center)",27
"Elaine's Hollywood Bed & Breakfast","288","9.1","9.1","9","8.9","9.4","8.8","9.6","9.6","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(6.8 miles from center)",42
"Audrey House","18","9.0","8.6","9.3","9","9.5","8.9","10","8.9","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(2.9 miles from center)",45
"Amazing Apartment Hollywood Blvd 2bd/bth","14","9.0","9.3","9.5","8.8","8.6","8.9","10","8.9","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","(5 miles from center)",6
"Downtown LA 5bed Royal Penthouse","9","8.9","8.9","9.5","9.5","7.8","8.9","8.6","6","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",50
"Luxury, Hollywood Modern","12","9.4","9.4","9.6","9.4","9.4","9","9.6","10","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Royal Palace Westwood Hotel","475","8.3","8.4","8.4","7.9","8.2","7.8","8.1","9","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(11.2 miles from center)",19
"Downtown LA Elegant 2BR Pool Suite","19","8.1","8.2","8.4","8.4","8.2","7.8","9.2","7.9","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",50
"The Culver Hotel","125","8.9","9.2","9","8.8","9","8.1","9","9.2","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","(8.7 miles from center)",30
"Freehand Los Angeles","2,691","8.6","8.9","8.4","8.5","8.8","8.1","8.8","8.8","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.9 miles from center)",33
"Sea Blue Hotel","1,488","7.9","7.7","7.6","7.1","8.5","6.9","7.6","9.3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","(14.3 miles from center)",39
"Ocean View Hotel","857","8.1","8.5","8.1","7.6","8.5","6.7","7.8","9.2","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","(14.3 miles from center)",39
"Comforting Hollywood Getaway","11","8.8","8","8.9","8.6","9.6","8.9","9.1","7","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5 miles from center)",2
"Popular Private luxury Room in shared apartment in Hollywood","14","7.4","7","7.5","7.5","7","6.8","10","8.6","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","(6.2 miles from center)",6
"HUGE AND STYLISH 2 BDR APARTMENT, BEST LOCATION IN LA","5","8.7","8","9.5","9","7.5","8.5","9.5","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",15
"Desert Heaven - Guest House","173","9.8","9.9","9.9","9.8","9.9","9.7","9.9","9.7","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(9.9 miles from center)",47
"Melorese PH Loft","6","9.0","9.2","9.6","8.8","9.2","7.9","9.6","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(7.5 miles from center)",3
"Hollywood Olivia Apartment","26","8.0","8","8.1","7.9","8.4","7","8","8.4","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5 miles from center)",6
"Hollywood Loft Oasis","36","9.3","9.3","9.1","9.2","9.5","8.8","9.5","9.8","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Luxury, Hollywood Experience","12","9.6","9.6","9.4","10","9.8","8.8","10","11","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Venice Beach House","552","8.9","9.3","8.9","8.5","9.3","8.1","8","9.6","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(13.7 miles from center)",1
"Los Angeles RoomRentals Harvard Heights","16","8.7","9.1","8.9","9.1","8","9.1","8.1","8","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(3.1 miles from center)",51
"Four Points by Sheraton Los Angeles Westside","376","8.1","8.5","8.3","8.1","8.1","7.5","8.5","8.1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(9.3 miles from center)",24
"Wilshire Motel","84","8.3","8.5","7.8","7.7","8.8","8.1","8.6","8.6","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(12.4 miles from center)",17
"Inn at Venice Beach","530","8.4","8.8","8.4","8","8.9","7.2","8.9","9","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(13 miles from center)",1
"Los Angeles 3 Bed Ace Pool Suite","10","9.0","9.5","8.8","9.3","9.5","8.3","10","8.9","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",50
"HI Los Angeles - Santa Monica Hostel","2,968","8.5","8.4","7.9","8.4","8.7","8.1","8.6","9.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","(14.3 miles from center)",39
"Ultimate LA Vacation Hideaway w/ Private Pool","5","8.8","9.5","8.5","8.5","9.5","7","9.5","3","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",15
"Su Casa at Venice Beach","573","8.1","8.1","8","7.8","8.5","7.4","8.3","8.7","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","(13.7 miles from center)",1
"Downtown LA 1-Bedroom with Views","15","8.8","9.3","8.8","8.8","8.8","8.2","10","9","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",25
"USA Hostels Hollywood","1,707","8.5","8.5","8.1","8.5","8.7","8.2","8.9","8.8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(5.6 miles from center)",6
"Beautiful Sunset in Santa Monica Beach *4","7","8.7","8.9","8.9","8.9","7.9","8.2","9.3","4","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","(14.3 miles from center)",39
"Downtown LA Modern Home Staples Center","9","8.6","9.5","8.1","8.3","8.3","7.8","7.5","9.7","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(1.2 miles from center)",25
"PodShare Venice","325","8.4","8.3","8.3","8.3","8.6","8.1","8.9","9","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","(13 miles from center)",1
"Tiverton Apartment Lofts","5","9.8","10","10","10","9.5","9","10","5","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","(11.2 miles from center)",19
